season,full_name,epa,value_per_game
2022,S.Chandler,2.1650932,0.12735842
2022,S.Conner,-2.0522285,0.0
2022,S.Darnold,17.067184,1.003952
2022,S.Diggs,79.50528,4.676781
2022,S.Ehlinger,-35.001915,0.0
2022,S.Fehoko,-1.1463223,0.0
2022,S.Howell,-1.9349031,0.0
2022,S.McKeon,0.15023798,0.0088375285
2022,S.Michel,-9.41135,0.0
2022,S.Miller,0.34588233,0.02034602
2022,S.Moore,5.9451776,0.34971634
2022,S.Morgan,-3.1803987,0.0
2022,S.Perine,-0.8571956,0.0
2022,S.Shepard,-3.1267538,0.0
2022,S.Sims,-3.7486567,0.0
2022,S.Smartt,-0.40083158,0.0
2022,S.Smith,-9.333155,0.0
2022,S.Sullivan,-2.4585838,0.0
2022,S.Thompson,-54.180218,0.0
2022,S.Toure,3.206174,0.18859847
2022,S.Watkins,10.169888,0.5982287
2022,S.Zylstra,3.435997,0.20211747
2022,T.Allgeier,18.4679,1.086347
2022,T.Atwell,3.7531545,0.2207738
2022,T.Badie,1.6090949,0.09465264
2022,T.Boyd,37.65462,2.2149777
2022,T.Boyle,-5.456479,0.0
2022,T.Brady,12.540083,0.73765194
2022,T.Bridgewater,-2.5028052,0.0
2022,T.Burks,7.541959,0.44364464
2022,T.Chandler,-1.2740839,0.0
2022,T.Cleveland,-4.32992,0.0
2022,T.Coleman,-1.0982375,0.0
2022,T.Conklin,3.672574,0.21603377
2022,T.Conner,-2.6595457,0.0
2022,T.Davis,-6.445032,0.0
2022,T.Davis-Price,-14.465599,0.0
2022,T.Ebner,-12.404011,0.0
2022,T.Etienne,5.510854,0.32416788
2022,T.Gentry,-0.7896298,0.0
2022,T.Hairston,-6.1848254,0.0
2022,T.Heinicke,-17.10268,0.0
2022,T.Higbee,4.885179,0.28736347
2022,T.Higgins,58.320854,3.4306386
2022,T.Hill,97.22534,5.7191377
2022,T.Hilton,12.7534685,0.750204
2022,T.Hockenson,16.35223,0.9618959
2022,T.Homer,-7.8265934,0.0
2022,T.Hudson,2.8454409,0.16737887
2022,T.Huntley,-20.347027,0.0
2022,T.Irwin,21.705153,1.2767737
2022,T.Johnson,-14.912895,0.0
2022,T.Jones,-7.861802,0.0
2022,T.Kelce,88.96123,5.233013
2022,T.Kennedy,7.9312243,0.4665426
2022,T.Kroft,2.7225316,0.16014892
2022,T.Lance,-4.855656,0.0
2022,T.Lawrence,71.64161,4.2142124
2022,T.Lockett,37.0834,2.1813765
2022,T.Mabry,1.9614137,0.11537728
2022,T.Marshall,21.400175,1.2588339
2022,T.McBride,7.6966085,0.45274168
2022,T.McKitty,-4.7845416,0.0
2022,T.McLaurin,49.947624,2.9380956
2022,T.McSorley,-43.52537,0.0
2022,T.Montgomery,-0.9103327,0.0
2022,T.Pollard,8.274624,0.4867426
2022,T.Quitoriano,2.1962938,0.12919375
2022,T.Sermon,2.3006396,0.13533175
2022,T.Sherfield,3.4187734,0.20110431
2022,T.Siemian,-8.02091,0.0
2022,T.Smith,7.3856626,0.43445075
2022,T.Sweeney,0.80107677,0.04712216
2022,T.Tagovailoa,81.28194,4.7812905
2022,T.Taylor,3.3088708,0.19463946
2022,T.Thornton,-2.1542304,0.0
2022,T.Townsend,-4.4645863,0.0
2022,T.Tremble,-1.6748925,0.0
2022,T.Wallace,-2.9511971,0.0
2022,T.Wesco,0.7266536,0.042744327
2022,T.Williams,0.6475911,0.038093597
2022,V.Jefferson,11.800791,0.69416416
2022,V.Jones,0.6249447,0.03676145
2022,W.Dissly,26.388054,1.5522385
2022,W.Robinson,10.499417,0.6176128
2022,Z.Ertz,8.380928,0.49299577
2022,Z.Gentry,-1.4360585,0.0
2022,Z.Horvath,-0.398363,0.0
2022,Z.Jones,40.53964,2.3846846
2022,Z.Knight,-9.828427,0.0
2022,Z.Moss,-16.624453,0.0
2022,Z.Pascal,-2.6574528,0.0
2022,Z.White,-1.5125508,0.0
2022,Z.Wilson,-35.13009,0.0
2023,A.Abdullah,-11.656843,0.0
2023,A.Armah,0.97475874,0.057338748
2023,A.Beck,-11.826551,0.0
2023,A.Brown,65.87284,3.874873
2023,A.Cole,-0.947,0.0
2023,A.Cooper,49.995712,2.9409242
